Year,State,fueltypeid,fuelTypeDescription,Ash Content (%),Generation (Thousands of MWh),Sulfur Content (%),Total Consumption (millions of MMBtu),Cost ($/MWh),Raw Cost (Millions of $)
2018,MI,NUC,nuclear,0.0,30478.694,0.0,318.64404,,201.6
2018,MO,PET,petroleum,0.0,99.75467,0.0,1.30512,,18.0
2018,KS,NUC,nuclear,0.0,9168.289,0.0,95.93228,,56.0
2018,KS,NG,natural gas,0.0,3005.7153,0.0,34.34717,,94.2
2018,CA,PET,petroleum,0.0,68.87836,0.0,0.78567,,6.5
2018,CA,NUC,nuclear,0.0,18213.519,0.0,190.41594,,129.1
2018,OH,WNT,onshore wind turbine,0.0,1750.022,0.0,15.9322,30.0,
2018,OH,TSN,estimated total solar,,272.01981,,,34.21666666666667,
2018,OH,NUC,nuclear,0.0,18315.007,0.0,191.47696,,137.6
2018,OK,WNT,onshore wind turbine,0.0,27338.228,0.0,248.88723,14.833333333333334,
2018,SD,WNT,onshore wind turbine,0.0,2835.002,0.0,25.80986,16.416666666666668,
2018,SD,TSN,estimated total solar,,2.61598,,,52.657777777777774,
2018,WI,WNT,onshore wind turbine,0.0,1637.658,0.0,14.90924,18.0,
2018,MT,COW,all coal products,9.57,13360.02622,0.69,149.91654,,297.7
2018,DE,PET,petroleum,0.0,200.82391,0.5,2.0063,,28.9
2018,MI,TSN,estimated total solar,,197.35429,,,37.49111111111111,
2018,DC,NG,natural gas,0.0,22.77009,0.0,0.80701,,0.0
2018,NC,WNT,onshore wind turbine,0.0,542.772,0.0,4.9414,30.0,
2018,NC,COW,all coal products,9.54,31690.46872,1.78,322.89844,,985.4
2018,NV,WNT,onshore wind turbine,0.0,312.348,0.0,2.84362,15.8,
2018,NV,TSN,estimated total solar,,5214.96662,,,24.66478260869565,
2018,MD,WNT,onshore wind turbine,0.0,569.984,0.0,5.18914,30.0,
2018,VT,PET,petroleum,0.0,3.13161,0.0,0.06722,,0.7
2018,MD,TSN,estimated total solar,,1245.54708,,,34.21666666666667,
2018,LA,TSN,estimated total solar,,230.14058,,,52.657777777777774,
2018,ID,WNT,onshore wind turbine,0.0,2655.052,0.0,24.1716,15.8,
2018,MN,TSN,estimated total solar,,1122.74925,,,52.657777777777774,
2018,TX,COW,all coal products,8.69,111722.64276,0.55,1178.55865,,2070.7
2018,IL,WNT,onshore wind turbine,0.0,11898.98376,0.0,108.32835,24.0,
2018,IL,NUC,nuclear,0.0,98101.527,0.0,1025.61699,,737.0
2018,FL,PET,petroleum,0.37,2077.35849,5.22,23.26869,,144.2
2018,NE,TSN,estimated total solar,,37.74694,,,64.55,
2018,NE,PET,petroleum,0.0,12.47361,0.0,0.19913,,3.4
2018,RI,WNT,onshore wind turbine,0.0,41.24353,0.0,0.37548,42.0,
2018,AK,NG,natural gas,0.0,2947.90206,0.0,26.14216,,170.6
2018,VT,TSN,estimated total solar,,237.10099,,,,
2018,PA,TSN,estimated total solar,,478.87842,,,34.21666666666667,
2018,WY,PET,petroleum,0.0,40.13569,0.0,0.42737,,6.9
2018,WY,COW,all coal products,6.94,39679.287,0.45,443.74167,,712.9
2018,OR,TSN,estimated total solar,,776.37379,,,24.66478260869565,
2018,SD,PET,petroleum,0.0,6.39619,0.0,0.11725,,2.0
2018,WA,NUC,nuclear,0.0,9708.441,0.0,101.49834,,75.6
2018,WV,TSN,estimated total solar,,9.54303,,,34.21666666666667,
2018,WV,PET,petroleum,0.1,158.88497,0.2,1.67045,,27.7
2018,KY,TSN,estimated total solar,,71.14056,,,37.49111111111111,
2018,ID,COW,all coal products,0.0,20.33815,0.0,1.19096,,0.0
2018,KS,TSN,estimated total solar,,34.78101,,,64.55,
2018,OH,PET,petroleum,0.0,1315.74638,0.0,27.39174,,65.7
2018,IA,PET,petroleum,0.42,110.56531,5.74,2.93266,,12.2
2018,AZ,TSN,estimated total solar,,7405.58712,,,24.66478260869565,
2018,WY,WNT,onshore wind turbine,0.0,4057.158,0.0,36.93637,15.8,
2018,IN,NG,natural gas,0.0,26816.99487,0.0,246.64306,,675.0
2018,IL,PET,petroleum,0.0,53.11078,0.0,0.62116,,10.0
2018,IL,NG,natural gas,0.0,17240.91879,0.0,161.39047,,481.1
2018,ID,PET,petroleum,0.0,0.05722,0.0,0.00071,,0.0
2018,VT,NG,natural gas,0.0,1.79663,0.0,0.09486,,0.0
2018,MD,COW,all coal products,9.9,10066.92366,2.32,116.29334,,284.3
2018,PA,NG,natural gas,0.0,76390.85858,0.0,584.27782,,1707.1
2018,IA,WNT,onshore wind turbine,0.0,21334.05656,0.0,194.22525,16.416666666666668,
2018,ND,TSN,estimated total solar,,0.36102,,,52.657777777777774,
2018,NH,NUC,nuclear,0.0,10061.696,0.0,105.1915,,71.4
2018,MA,TSN,estimated total solar,,3061.62126,,,,
2018,FL,COW,all coal products,8.29,30272.20083,2.55,318.97821,,905.6
2018,MN,COW,all coal products,6.11,23455.35648,0.34,259.00754,,530.2
2018,HI,PET,petroleum,0.0,6748.94719,0.37,69.58525,,911.2
2018,MS,PET,petroleum,0.0,27.30957,0.0,0.37806,,4.2
2018,MS,COW,all coal products,9.67,5280.04337,0.55,60.01486,,161.3
2018,TX,NG,natural gas,0.0,239713.0839,0.0,2173.65389,,5211.0
2018,TN,PET,petroleum,0.0,129.55539,0.0,1.37248,,21.1
2018,CT,WNT,onshore wind turbine,0.0,12.295,0.0,0.11193,42.0,
2018,HI,WNT,onshore wind turbine,0.0,601.934,0.0,5.48001,,
2018,AZ,WNT,onshore wind turbine,0.0,530.19,0.0,4.82685,15.8,
2018,NJ,WNT,onshore wind turbine,0.0,22.596,0.0,0.20572,30.0,
2018,VT,WNT,onshore wind turbine,0.0,373.346,0.0,3.39894,42.0,
2018,MT,NG,natural gas,0.0,476.37012,0.0,5.96933,,6.9
2018,OH,COW,all coal products,9.24,58726.96224,3.59,604.4452,,1066.7
2018,AR,TSN,estimated total solar,,225.17928,,,52.657777777777774,
2018,AR,PET,petroleum,0.0,35.51712,0.0,0.45244,,5.3
2018,TX,TSN,estimated total solar,,3921.31139,,,46.04851851851851,
2018,TX,NUC,nuclear,0.0,41185.739,0.0,430.58243,,292.2
2018,PA,PET,petroleum,0.0,625.64677,0.63,9.51231,,122.1
2018,CT,COW,all coal products,2.0,329.70082,0.09,4.02334,,15.6
2018,NC,NUC,nuclear,0.0,42076.949,0.0,439.89972,,271.1
2018,NC,NG,natural gas,0.0,43445.74927,0.0,348.22827,,1462.4
2018,OK,NG,natural gas,0.0,41612.98556,0.0,338.3226,,919.1
2018,WA,NG,natural gas,0.0,10535.0778,0.0,90.09476,,245.2
2018,WA,COW,all coal products,9.36,5382.86613,0.36,61.13697,,140.1
2018,KY,NG,natural gas,0.0,14614.99877,0.0,122.23375,,423.0
2018,GA,COW,all coal products,6.45,32180.55494,1.44,338.6929,,911.5
2018,SD,NG,natural gas,0.0,1167.71882,0.0,9.81496,,27.7
2018,MO,NG,natural gas,0.0,7050.05538,0.0,68.75548,,214.4
2018,ND,NG,natural gas,0.0,1019.27285,0.0,11.70641,,29.8
2018,UT,WNT,onshore wind turbine,0.0,794.555,0.0,7.23363,15.8,
2018,WV,WNT,onshore wind turbine,0.0,1769.984,0.0,16.11393,30.0,
2018,WV,NG,natural gas,0.0,1420.39044,0.0,18.51816,,37.1
2018,DE,COW,all coal products,7.87,273.38813,2.57,4.29649,,11.3
2018,AR,NG,natural gas,0.0,20623.70469,0.0,169.00899,,515.0
2018,IA,COW,all coal products,4.87,28552.99859,0.34,323.85475,,455.1
2018,LA,NG,natural gas,0.0,61781.77399,0.0,613.82169,,1023.7
2018,IL,COW,all coal products,8.26,59641.9239,1.04,674.57406,,1102.3
2018,ME,TSN,estimated total solar,,67.5105,,,,
2018,KY,COW,all coal products,8.37,59168.14328,2.55,635.91483,,1245.1
2018,CA,WNT,onshore wind turbine,0.0,14023.9508,0.0,127.67405,42.333333333333336,
2018,ME,WNT,onshore wind turbine,0.0,2384.295,0.0,21.70662,42.0,
2018,GA,NUC,nuclear,0.0,34362.676,0.0,359.2497,,282.3
2018,WI,PET,petroleum,0.43,137.51133,5.99,2.03347,,10.9
2017,IA,COW,all coal products,4.81,25358.22958,0.35,296.98388,,419.0
2017,NV,NG,natural gas,0.0,26625.90415,0.0,207.42151,,689.9
2017,NC,TSN,estimated total solar,,5299.65601,,,63.1885,
2017,NC,PET,petroleum,0.0,251.38133,1.45,3.2037,,35.0
2017,NJ,TSN,estimated total solar,,2586.49378,,,90.225,
2017,NY,NG,natural gas,0.0,47271.75602,0.0,419.37169,,1333.8
2017,OR,NG,natural gas,0.0,15066.37851,0.0,116.56462,,268.7
2017,UT,NG,natural gas,0.0,5870.85163,0.0,51.86981,,140.9
2017,UT,PET,petroleum,0.0,38.41294,0.0,0.38265,,5.6
2017,FL,NG,natural gas,0.0,161104.58841,0.0,1247.89186,,5091.9
2017,NE,NG,natural gas,0.0,629.35409,0.0,6.58607,,26.1
2017,WA,NUC,nuclear,0.0,8128.259,0.0,85.0145,,64.2
2017,HI,PET,petroleum,0.0,6633.59616,0.45,68.25767,,717.2
2017,FL,PET,petroleum,0.37,1462.88406,3.98,16.2095,,94.5
2017,AL,TSN,estimated total solar,,188.70746,,,36.152,
2017,AL,COW,all coal products,7.29,31440.40111,0.82,318.13524,,684.1
2017,RI,WNT,onshore wind turbine,0.0,44.551,0.0,0.41044,,
2017,OK,TSN,estimated total solar,,38.31167,,,,
2017,WI,NUC,nuclear,0.0,9648.979,0.0,100.91991,,72.1
2017,TX,COW,all coal products,8.78,134648.35789,0.54,1439.46557,,2510.7
2017,ME,TSN,estimated total solar,,46.34116,,,82.18875,
2017,WY,WNT,onshore wind turbine,0.0,4320.655,0.0,39.80619,30.166666666666668,
2017,KS,NUC,nuclear,0.0,10647.987,0.0,111.36866,,71.2
2017,VT,NG,natural gas,0.0,1.80734,0.0,0.08352,,0.0
2017,OR,COW,all coal products,4.76,1728.1047,0.24,17.77025,,41.2
2017,OK,WNT,onshore wind turbine,0.0,23598.843,0.0,217.41614,15.25,
2017,SD,WNT,onshore wind turbine,0.0,2958.302,0.0,27.25483,20.775,
2017,SD,TSN,estimated total solar,,2.89105,,,33.553333333333335,
2017,PA,WNT,onshore wind turbine,0.0,3590.565,0.0,33.07988,45.0,
2017,PA,NG,natural gas,0.0,72503.44753,0.0,569.94426,,1395.3
2017,MA,PET,petroleum,0.0,265.50728,0.5,3.17068,,29.6
2017,AZ,TSN,estimated total solar,,6834.51746,,,33.92666666666667,
2017,MO,PET,petroleum,0.0,60.71975,0.0,0.77421,,9.7
2017,TX,PET,petroleum,0.0,163.71061,0.0,2.86099,,9.8
2017,IA,WNT,onshore wind turbine,0.0,21372.75248,0.0,196.90717,20.775,
2017,TN,NUC,nuclear,0.0,31817.502,0.0,333.69182,,237.8
2017,TN,COW,all coal products,7.12,27715.28404,1.55,320.56275,,671.7
2017,KY,NG,natural gas,0.0,10379.62837,0.0,89.81051,,309.1
2017,KY,COW,all coal products,8.28,57236.50896,2.46,616.88854,,1227.1
2017,KS,TSN,estimated total solar,,21.97867,,,,
2017,KS,COW,all coal products,5.06,19389.77097,0.37,214.31141,,367.9
2017,IN,NG,natural gas,0.0,17975.9169,0.0,173.89748,,450.5
2017,IN,COW,all coal products,8.49,72384.95664,2.68,769.90647,,1650.5
2017,DE,COW,all coal products,7.68,358.7971,2.41,4.80439,,12.9
2017,FL,NUC,nuclear,0.0,29146.219,0.0,304.84402,,210.5
2017,SD,NG,natural gas,0.0,654.34764,0.0,6.0635,,18.6
2017,MO,WNT,onshore wind turbine,0.0,2032.318,0.0,18.72375,20.775,
2017,ME,PET,petroleum,0.0,132.39144,1.98,2.16978,,17.5
2017,ME,COW,all coal products,6.88,67.93538,1.11,2.11364,,7.4
2017,TN,PET,petroleum,0.0,123.66345,0.0,1.47888,,17.3
2017,MN,WNT,onshore wind turbine,0.0,11137.272,0.0,102.60769,20.775,
2017,IL,PET,petroleum,0.0,51.14593,0.0,0.60608,,8.0
2017,IL,NG,natural gas,0.0,15016.20963,0.0,166.11247,,471.9
2017,DE,TSN,estimated total solar,,142.63587,,,90.225,
2017,DE,NG,natural gas,0.0,6723.18839,0.0,59.51402,,123.2
2017,TX,NG,natural gas,0.0,204511.99567,0.0,1876.3562,,4358.1
2017,WA,WNT,onshore wind turbine,0.0,6925.15525,0.0,63.80146,30.166666666666668,
2017,WA,PET,petroleum,0.0,23.11654,0.0,0.71156,,2.8
2017,WI,TSN,estimated total solar,,76.99422,,,33.553333333333335,
2017,AL,NUC,nuclear,0.0,42651.973,0.0,446.10243,,331.2
2017,MD,COW,all coal products,10.43,8514.00866,2.27,98.95752,,252.8
2017,AK,TSN,estimated total solar,,1.81797,,,,
2017,AK,PET,petroleum,0.0,880.68236,0.0,8.79397,,81.4
2017,CA,WNT,onshore wind turbine,0.0,12822.94833,0.0,118.13782,43.0,
2017,ME,NG,natural gas,0.0,2237.06807,0.0,20.55444,,51.5
2017,VA,NG,natural gas,0.0,44506.88545,0.0,352.73831,,1090.0
2017,VA,COW,all coal products,16.6,10726.42243,1.12,124.15227,,315.9
2017,ID,PET,petroleum,0.0,0.16961,0.0,0.00201,,0.0
2017,IA,PET,petroleum,1.8,146.71931,5.84,2.59349,,9.1
2017,CO,WNT,onshore wind turbine,0.0,9314.66295,0.0,85.81599,30.166666666666668,
2017,CO,PET,petroleum,0.0,7.24864,0.0,0.12183,,1.5
2017,NE,WNT,onshore wind turbine,0.0,5084.084,0.0,46.83967,15.25,
2017,NE,COW,all coal products,5.06,21173.56278,0.27,226.16491,,291.9
2017,GA,NG,natural gas,0.0,52722.49977,0.0,402.01487,,1324.9
2017,NV,WNT,onshore wind turbine,0.0,361.364,0.0,3.32925,30.166666666666668,
2017,NV,TSN,estimated total solar,,4557.87283,,,33.92666666666667,
2017,AK,NG,natural gas,0.0,3234.86849,0.0,29.77472,,204.8
2017,OH,WNT,onshore wind turbine,0.0,1588.56,0.0,14.63541,45.0,
2017,OH,TSN,estimated total solar,,234.12827,,,90.225,
2017,OH,NUC,nuclear,0.0,17687.789,0.0,184.99884,,136.4
2017,ND,TSN,estimated total solar,,0.31857,,,33.553333333333335,
2017,MT,TSN,estimated total solar,,28.83123,,,33.74,
2017,NJ,NUC,nuclear,0.0,34032.698,0.0,355.95233,,261.2
2017,NE,TSN,estimated total solar,,20.65482,,,,
2017,NE,PET,petroleum,0.0,5.64128,0.0,0.09505,,1.2
2017,NY,WNT,onshore wind turbine,0.0,4135.951,0.0,38.10452,61.0,
2017,NY,PET,petroleum,0.0,597.89332,0.4,7.43661,,57.8
2017,LA,NG,natural gas,0.0,59001.09205,0.0,582.73257,,937.8
2017,NY,COW,all coal products,7.95,770.29615,2.27,11.37078,,14.7
2017,NM,PET,petroleum,0.0,40.85025,0.0,0.45582,,6.7
2017,NM,NG,natural gas,0.0,9131.65514,0.0,80.16431,,270.1
2017,NH,NUC,nuclear,0.0,9990.704,0.0,104.49405,,74.7
2017,ND,NG,natural gas,0.0,676.03109,0.0,8.50398,,28.9
2017,NM,WNT,onshore wind turbine,0.0,4594.57108,0.0,42.32978,22.708333333333336,
2017,CO,TSN,estimated total solar,,1485.13282,,,33.92666666666667,
2017,CO,COW,all coal products,6.35,29242.21643,0.34,311.19485,,547.0
2017,MD,PET,petroleum,0.0,102.15655,0.51,1.56802,,17.4
2017,MD,NUC,nuclear,0.0,15106.988,0.0,158.00592,,112.9
2017,ME,WNT,onshore wind turbine,0.0,2332.853,0.0,21.49257,,
2017,TN,TSN,estimated total solar,,179.11028,,,63.1885,
2017,PA,COW,all coal products,14.36,47634.27101,2.9,506.12077,,942.9
2017,LA,PET,petroleum,0.37,4569.75282,5.76,54.59931,,111.5
2017,NJ,PET,petroleum,0.0,156.36378,0.0,1.03601,,4.5
2017,NJ,NG,natural gas,0.0,37707.84769,0.0,293.99409,,780.1
2017,MN,NUC,nuclear,0.0,13904.351,0.0,145.42738,,114.4
2017,MN,NG,natural gas,0.0,6707.59241,0.0,59.47741,,196.4
2017,SC,TSN,estimated total solar,,217.33171,,,36.152,
2017,SC,PET,petroleum,0.0,97.65136,0.94,1.39097,,13.6
2017,SC,NUC,nuclear,0.0,54344.554,0.0,568.44105,,395.9
2017,MI,WNT,onshore wind turbine,0.0,5191.273,0.0,47.8272,35.65,
2017,MI,COW,all coal products,4.96,42020.54769,0.47,448.56537,,969.8
2017,NM,TSN,estimated total solar,,1396.94291,,,33.92666666666667,
2017,HI,WNT,onshore wind turbine,0.0,532.055,0.0,4.90183,,
2017,KY,PET,petroleum,0.28,497.77006,5.52,5.82981,,21.2
2017,NH,PET,petroleum,0.0,104.89563,0.0,1.42763,,11.1
2017,NH,COW,all coal products,8.4,287.28107,0.48,3.61711,,15.7
2017,VT,TSN,estimated total solar,,210.10644,,,82.18875,
2017,MT,COW,all coal products,9.74,13864.09933,0.68,152.31481,,266.6
2017,MS,PET,petroleum,0.0,11.46034,0.0,0.20485,,1.7
2017,MS,COW,all coal products,9.53,4628.22956,0.72,53.77892,,143.1
2017,PA,TSN,estimated total solar,,427.02185,,,90.225,
2017,MO,NG,natural gas,0.0,5205.28502,0.0,51.75849,,157.6
2017,MO,COW,all coal products,4.73,67518.94313,0.28,689.51539,,1286.3
2017,NC,COW,all coal products,9.48,34460.16678,1.72,347.24256,,996.2
2017,CT,WNT,onshore wind turbine,0.0,12.706,0.0,0.11706,,
2017,MN,COW,all coal products,5.89,22781.8977,0.35,253.14236,,492.2
2017,MT,NG,natural gas,0.0,416.52131,0.0,5.36249,,8.6
2017,OR,WNT,onshore wind turbine,0.0,6226.593,0.0,57.36561,30.166666666666668,
2017,OR,PET,petroleum,0.0,10.39432,0.0,0.10724,,1.3
2017,OK,PET,petroleum,0.0,16.05411,0.0,0.17163,,2.3
2017,AK,COW,all coal products,7.01,555.70678,0.12,12.82681,,28.4
2017,UT,COW,all coal products,12.5,26389.56749,0.58,266.12781,,516.5
2017,GA,COW,all coal products,6.52,32487.05788,1.49,342.7464,,930.3
2017,HI,COW,all coal products,5.03,1375.72395,0.2,14.94841,,46.0
2017,AZ,WNT,onshore wind turbine,0.0,569.934,0.0,5.2508,30.166666666666668,
2017,ND,WNT,onshore wind turbine,0.0,11359.233,0.0,104.65262,20.775,
2017,NC,NUC,nuclear,0.0,42374.264,0.0,443.19784,,297.0
2017,NC,NG,natural gas,0.0,38589.79418,0.0,294.84367,,1161.5
2017,LA,TSN,estimated total solar,,202.30842,,,33.553333333333335,
2017,WA,TSN,estimated total solar,,116.40221,,,33.92666666666667,
2017,MA,NG,natural gas,0.0,22152.55816,0.0,182.6069,,609.5
2017,MD,TSN,estimated total solar,,1002.01546,,,90.225,
2017,SD,PET,petroleum,0.0,3.03071,0.0,0.08756,,1.0
2017,PA,PET,petroleum,0.0,355.41832,1.39,4.97071,,41.7
2017,MO,NUC,nuclear,0.0,8304.127,0.0,86.9777,,75.6
2017,CA,NG,natural gas,0.0,88350.1583,0.0,799.78301,,2259.7
2017,GA,NUC,nuclear,0.0,33708.805,0.0,352.56469,,280.5
2017,UT,WNT,onshore wind turbine,0.0,858.252,0.0,7.90708,30.166666666666668,
2017,MN,PET,petroleum,0.0,35.15202,0.0,0.47731,,4.3
2017,VA,TSN,estimated total solar,,378.94297,,,90.225,
2017,NY,TSN,estimated total solar,,1364.37928,,,,
2017,NJ,WNT,onshore wind turbine,0.0,22.447,0.0,0.20681,45.0,
2017,MO,TSN,estimated total solar,,260.55357,,,33.553333333333335,
2017,WY,PET,petroleum,0.0,43.84608,0.0,0.46574,,6.2
2017,VA,NUC,nuclear,0.0,30553.734,0.0,319.5654,,211.0
2017,DC,TSN,estimated total solar,,52.00219,,,90.225,
2017,ID,WNT,onshore wind turbine,0.0,2544.675,0.0,23.44409,30.166666666666668,
2017,NV,PET,petroleum,0.0,8.74633,0.0,0.10838,,1.3
2017,NV,COW,all coal products,6.01,1865.59152,0.33,21.495,,66.2
2017,TN,NG,natural gas,0.0,10268.36115,0.0,97.56693,,230.5
2017,IN,WNT,onshore wind turbine,0.0,5089.39,0.0,46.88855,35.65,
2017,IN,TSN,estimated total solar,,312.68882,,,61.88916666666667,
2017,WI,PET,petroleum,0.44,144.39547,5.98,2.052,,8.3
2017,DE,WNT,onshore wind turbine,0.0,4.965,0.0,0.04574,45.0,
2017,SC,COW,all coal products,8.99,18151.74449,1.63,186.87118,,614.2
2017,OR,TSN,estimated total solar,,372.80198,,,33.92666666666667,
2017,CA,TSN,estimated total solar,,34958.1664,,,33.72,
2017,NC,WNT,onshore wind turbine,0.0,470.743,0.0,4.33695,32.5,
2017,DC,NG,natural gas,0.0,19.704,0.0,0.69671,,0.0
2017,MS,NG,natural gas,0.0,46158.47285,0.0,358.4359,,1104.4
2017,FL,COW,all coal products,8.38,37512.76195,2.23,398.19638,,1158.7
2016,ME,NG,natural gas,0.0,3498.33952,0.0,30.54693,,73.6
2016,VT,NG,natural gas,0.0,1.96543,0.0,0.0871,,0.0
2016,MS,PET,petroleum,0.0,17.78528,0.0,0.26801,,1.8
2016,OR,COW,all coal products,4.32,1898.20212,0.23,19.4397,,43.7
2016,SD,TSN,estimated total solar,,1.08369,,,,
2016,SD,WNT,onshore wind turbine,0.0,3714.259,0.0,34.29004,25.0375,
2016,TN,PET,petroleum,0.0,121.58146,0.0,1.45635,,14.2
2016,TX,TSN,estimated total solar,,1122.21066,,,36.79,
2016,OK,PET,petroleum,0.0,17.26129,0.0,0.1899,,2.2
2016,AR,PET,petroleum,0.0,42.36325,0.0,0.55163,,4.3
2016,CT,COW,all coal products,2.0,177.37048,0.09,2.34025,,9.5
2016,CT,NUC,nuclear,0.0,16575.492,0.0,173.35489,,123.1
2016,WI,COW,all coal products,5.37,33362.84056,0.44,351.49855,,747.9
2016,MA,NG,natural gas,0.0,21143.93601,0.0,173.88876,,514.7
2016,GA,TSN,estimated total solar,,1075.62208,,,51.52,
2016,NH,WNT,onshore wind turbine,0.0,432.324,0.0,3.99122,47.0,
2016,DE,TSN,estimated total solar,,118.51245,,,50.153333333333336,
2016,WY,WNT,onshore wind turbine,0.0,4389.338,0.0,40.52237,42.5,
2016,CA,WNT,onshore wind turbine,0.0,13509.03869,0.0,124.71546,49.666666666666664,
2016,ME,COW,all coal products,8.05,69.8231,0.84,2.19358,,7.2
2016,IN,NG,natural gas,0.0,19995.65949,0.0,208.17705,,533.4
2016,VA,COW,all coal products,15.04,16499.41236,1.06,188.47763,,508.3
2016,MI,TSN,estimated total solar,,64.13293,,,50.153333333333336,
2016,NV,TSN,estimated total solar,,3496.20844,,,41.1525,
2016,AL,NUC,nuclear,0.0,39901.879,0.0,417.37991,,289.3
2016,FL,NUC,nuclear,0.0,29320.022,0.0,306.66341,,198.6
2016,VT,WNT,onshore wind turbine,0.0,291.182,0.0,2.6882,47.0,
2016,MI,COW,all coal products,5.2,40526.87245,0.55,436.75187,,974.2
2016,MI,WNT,onshore wind turbine,0.0,4695.783,0.0,43.35146,32.93333333333333,
2016,WI,WNT,onshore wind turbine,0.0,1515.261,0.0,13.98889,26.2,
2016,OK,WNT,onshore wind turbine,0.0,20069.08905,0.0,185.27783,23.875,
2016,AL,PET,petroleum,0.0,45.83237,0.0,1.08997,,3.7
2016,KS,NUC,nuclear,0.0,8246.042,0.0,86.29843,,56.8
2016,VT,TSN,estimated total solar,,134.7047,,,,
2016,MN,COW,all coal products,6.17,23206.28901,0.37,256.2621,,496.9
2016,MA,TSN,estimated total solar,,1862.78093,,,,
2016,MS,COW,all coal products,10.28,5342.02601,0.67,61.21853,,164.4
2016,WV,COW,all coal products,11.91,71512.96099,2.99,724.05952,,1619.7
2016,AK,WNT,onshore wind turbine,0.0,169.301,0.0,1.56299,,
2016,AK,PET,petroleum,0.0,831.32964,0.0,8.03266,,67.0
2016,ME,TSN,estimated total solar,,29.33418,,,,
2016,KY,COW,all coal products,8.36,66822.05835,2.5,715.76263,,1512.3
2016,NV,NG,natural gas,0.0,28921.61161,0.0,228.42409,,633.9
2016,IA,TSN,estimated total solar,,59.58491,,,,
2016,NY,TSN,estimated total solar,,1013.03993,,,92.1525,
2016,NM,COW,all coal products,22.62,18365.26988,0.78,195.27457,,370.6
2016,NJ,NG,natural gas,0.0,43807.45314,0.0,347.6845,,719.4
2016,HI,TSN,estimated total solar,,848.45124,,,,
2016,IA,WNT,onshore wind turbine,0.0,20071.999,0.0,185.30469,25.0375,
2016,MT,PET,petroleum,0.0,459.92271,0.0,8.03881,,13.7
2016,MT,WNT,onshore wind turbine,0.0,2140.19124,0.0,19.75824,30.858333333333334,
2016,NY,NUC,nuclear,0.0,41570.99,0.0,434.77046,,299.0
2016,CT,PET,petroleum,0.0,91.73454,0.0,1.27512,,7.5
2016,IA,PET,petroleum,0.0,277.7727,0.0,3.11578,,10.3
2016,NE,NG,natural gas,0.0,537.90976,0.0,6.20804,,19.2
2016,RI,WNT,onshore wind turbine,0.0,20.219,0.0,0.18666,47.0,
2016,WI,PET,petroleum,0.51,147.11125,5.89,2.77455,,6.7
2016,WV,NG,natural gas,0.0,1224.56666,0.0,15.57505,,26.7
2016,MO,NUC,nuclear,0.0,9430.179,0.0,98.62559,,87.6
2016,NH,NG,natural gas,0.0,4744.43602,0.0,35.45904,,141.6
2016,MS,NG,natural gas,0.0,50094.73867,0.0,385.70185,,1058.2
2016,MA,COW,all coal products,8.46,1874.93165,0.61,20.01558,,81.5
2016,ND,PET,petroleum,0.0,30.10856,0.0,0.36757,,3.2
2016,NJ,COW,all coal products,7.32,1314.54106,1.57,17.45498,,56.0
2016,KY,TSN,estimated total solar,,32.0918,,,50.153333333333336,
2016,NV,PET,petroleum,0.0,10.98519,0.0,0.12533,,1.5
2016,MI,PET,petroleum,0.3,818.97889,5.72,15.00627,,24.5
2016,GA,NUC,nuclear,0.0,34480.662,0.0,360.61622,,290.9
2016,MO,COW,all coal products,4.75,60321.88991,0.27,623.8305,,1164.2
2016,MN,TSN,estimated total solar,,47.0142,,,,
2016,MA,NUC,nuclear,0.0,5414.318,0.0,56.62568,,37.7
2016,MA,WNT,onshore wind turbine,0.0,216.12315,0.0,1.99525,47.0,
2016,WI,TSN,estimated total solar,,37.2949,,,,
2016,VT,PET,petroleum,0.0,4.01674,0.0,0.09254,,0.4
2016,NH,TSN,estimated total solar,,51.50588,,,,
2016,MS,NUC,nuclear,0.0,5897.272,0.0,62.0954,,30.5
2016,MS,TSN,estimated total solar,,6.36286,,,51.52,
2016,MO,NG,natural gas,0.0,6031.56828,0.0,56.98609,,153.5
2016,OR,PET,petroleum,0.0,4.84988,0.0,0.04948,,0.5
2016,IL,TSN,estimated total solar,,85.76092,,,50.153333333333336,
2016,LA,PET,petroleum,0.34,4819.22454,5.76,57.29805,,81.9
2016,NM,TSN,estimated total solar,,908.68414,,,41.1525,
2016,AZ,WNT,onshore wind turbine,0.0,541.582,0.0,4.99989,42.5,
2016,CO,NG,natural gas,0.0,12679.43938,0.0,105.35619,,327.6
2016,WI,NG,natural gas,0.0,15472.75935,0.0,136.34161,,338.0
2016,NM,NG,natural gas,0.0,9957.55288,0.0,86.89963,,249.5
2016,NM,PET,petroleum,0.0,51.68271,0.0,0.56943,,6.6
2016,MO,WNT,onshore wind turbine,0.0,1121.883,0.0,10.35722,25.0375,
2016,OR,WNT,onshore wind turbine,0.0,7157.128,0.0,66.07461,42.5,
2016,ND,TSN,estimated total solar,,0.28948,,,,
2016,NH,NUC,nuclear,0.0,10761.163,0.0,112.54569,,79.9
2016,NJ,TSN,estimated total solar,,2220.06293,,,50.153333333333336,
2016,NM,WNT,onshore wind turbine,0.0,3605.421,0.0,33.28524,33.1875,
2016,CA,COW,all coal products,10.57,318.87581,0.52,15.0819,,0.0
